,non_circ,circ
13595,108.0,838.0
13596,103.0,373.0
13597,104.0,939.0
13598,109.0,1145.0
13599,106.0,707.0
13600,106.0,5499.0
13601,107.0,1512.0
13602,107.0,430.0
13603,102.0,332.0
13604,103.0,1033.0
13605,97.0,429.0
13606,91.0,907.0
13607,107.0,338.0
13608,103.0,671.0
13609,109.0,1239.0
13610,102.0,408.0
13611,107.0,403.0
13612,107.0,520.0
13613,58.0,6385.0
13614,108.0,383.0
13615,108.0,104.0
13616,102.0,294.0
13617,103.0,701.0
13618,98.0,364.0
13619,100.0,277.0
13620,107.0,675.0
13621,103.0,378.0
13622,107.0,547.0
13623,102.0,959.0
13624,106.0,254.0
13625,102.0,954.0
13626,107.0,363.0
13627,101.0,1158.0
13628,98.0,166.0
13629,102.0,379.0
13630,106.0,374.0
13631,114.0,2116.0
13632,107.0,936.0
13633,109.0,199.0
13634,103.0,382.0
13635,108.0,266.0
13636,107.0,419.0
13637,107.0,1699.0
13638,105.0,1797.0
13639,107.0,1167.0
13640,107.0,603.0
13641,104.0,954.0
13642,100.0,588.0
13643,107.0,1836.0
13644,107.0,1314.0
13645,107.0,437.0
13646,98.0,1843.0
13647,107.0,3603.0
13648,107.0,173.0
13649,107.0,397.0
13650,107.0,1119.0
13651,107.0,646.0
13652,107.0,429.0
13653,106.0,238.0
13654,107.0,1442.0
13655,107.0,883.0
13656,99.0,878.0
13657,103.0,326.0
13658,74.0,188.0
13659,105.0,378.0
13660,108.0,292.0
13661,103.0,891.0
13662,106.0,353.0
13663,104.0,491.0
13664,107.0,180.0
13665,106.0,1442.0
13666,103.0,331.0
13667,107.0,812.0
13668,107.0,622.0
13669,90.0,986.0
13670,105.0,2104.0
13671,107.0,454.0
13672,104.0,264.0
13673,107.0,406.0
13674,105.0,889.0
13675,64.0,219.0
13676,107.0,225.0
13677,107.0,274.0
13678,85.0,1088.0
13679,117.0,304.0
13680,107.0,552.0
13681,107.0,722.0
13682,107.0,528.0
13683,107.0,2935.0
13684,104.0,352.0
13685,107.0,235.0
13686,107.0,847.0
13687,100.0,864.0
13688,101.0,551.0
13689,107.0,490.0
13690,107.0,1074.0
13691,107.0,249.0
13692,103.0,511.0
13693,105.0,7092.0
13694,102.0,14718.0
13695,107.0,491.0
13696,107.0,926.0
13697,112.0,464.0
13698,104.0,517.0
13699,104.0,702.0
13700,107.0,928.0
13701,112.0,199.0
13702,103.0,386.0
13703,103.0,575.0
13704,88.0,273.0
13705,107.0,1536.0
13706,107.0,1828.0
13707,107.0,341.0
13708,102.0,516.0
13709,107.0,653.0
13710,104.0,237.0
13711,109.0,466.0
13712,102.0,636.0
13713,107.0,394.0
13714,107.0,133.0
13715,106.0,2185.0
13716,102.0,457.0
13717,107.0,2795.0
13718,106.0,411.0
13719,109.0,451.0
13720,110.0,677.0
13721,104.0,436.0
13722,107.0,432.0
13723,107.0,195.0
13724,104.0,1101.0
13725,105.0,486.0
13726,107.0,2275.0
13727,82.0,1321.0
13728,73.0,3073.0
13729,113.0,758.0
13730,104.0,1230.0
13731,108.0,616.0
13732,101.0,1719.0
13733,113.0,842.0
13734,107.0,182.0
13735,107.0,1203.0
13736,63.0,426.0
13737,107.0,255.0
13738,107.0,271.0
13739,103.0,1828.0
13740,106.0,320.0
13741,107.0,1663.0
13742,107.0,216.0
13743,105.0,2646.0
13744,107.0,696.0
13745,103.0,365.0
13746,104.0,408.0
13747,105.0,632.0
13748,104.0,1923.0
13749,104.0,307.0
13750,101.0,292.0
13751,103.0,860.0
13752,103.0,593.0
13753,104.0,1476.0
13754,104.0,3029.0
13755,103.0,925.0
13756,107.0,1379.0
13757,103.0,396.0
13758,107.0,313.0
13759,104.0,287.0
13760,107.0,1564.0
13761,104.0,198.0
13762,107.0,172.0
13763,110.0,195.0
13764,107.0,349.0
13765,105.0,219.0
13766,103.0,380.0
13767,104.0,368.0
13768,104.0,472.0
13769,105.0,784.0
13770,106.0,2604.0
13771,111.0,352.0
13772,107.0,353.0
13773,106.0,438.0
13774,98.0,279.0
13775,95.0,1114.0
13776,107.0,1248.0
13777,107.0,784.0
13778,107.0,1608.0
13779,117.0,287.0
13780,103.0,113.0
13781,107.0,382.0
13782,105.0,635.0
13783,103.0,356.0
13784,101.0,728.0
13785,98.0,682.0
13786,97.0,518.0
13787,107.0,573.0
13788,102.0,302.0
13789,107.0,821.0
13790,104.0,241.0
13791,106.0,996.0
13792,107.0,219.0
13793,103.0,717.0
13794,74.0,642.0
13795,108.0,432.0
13796,110.0,220.0
13797,92.0,656.0
13798,99.0,1110.0
13799,107.0,810.0
13800,103.0,403.0
13801,104.0,778.0
13802,107.0,273.0
13803,83.0,387.0
13804,112.0,688.0
13805,109.0,400.0
13806,107.0,555.0
13807,107.0,727.0
13808,107.0,582.0
13809,102.0,453.0
13810,107.0,1184.0
13811,106.0,680.0
13812,107.0,702.0
13813,107.0,392.0
13814,107.0,166.0
13815,103.0,308.0
13816,100.0,313.0
13817,103.0,366.0
13818,106.0,2042.0
13819,107.0,1788.0
13820,100.0,1212.0
13821,101.0,291.0
13822,103.0,347.0
13823,107.0,509.0
13824,107.0,2051.0
13825,102.0,695.0
13826,107.0,406.0
13827,106.0,72.0
13828,107.0,580.0
13829,101.0,1179.0
13830,107.0,402.0
13831,102.0,234.0
13832,108.0,1055.0
13833,107.0,419.0
13834,107.0,580.0
13835,97.0,2164.0
13836,113.0,2676.0
13837,107.0,168.0
13838,104.0,3902.0
13839,103.0,586.0
13840,61.0,274.0
13841,103.0,442.0
13842,103.0,290.0
13843,104.0,717.0
13844,101.0,744.0
13845,103.0,1112.0
13846,107.0,237.0
13847,69.0,470.0
13848,110.0,852.0
13849,102.0,440.0
13850,102.0,753.0
13851,107.0,299.0
13852,99.0,236.0
13853,104.0,561.0
13854,107.0,489.0
13855,108.0,710.0
13856,106.0,2976.0
13857,107.0,477.0
13858,107.0,1836.0
13859,103.0,507.0
13860,105.0,465.0
13861,107.0,1505.0
13862,107.0,792.0
13863,107.0,643.0
13864,113.0,506.0
13865,112.0,262.0
13866,107.0,1027.0
13867,104.0,937.0
13868,106.0,680.0
13869,107.0,190.0
13870,93.0,3925.0
13871,107.0,996.0
13872,107.0,283.0
13873,101.0,232.0
13874,103.0,198.0
13875,106.0,522.0
13876,107.0,536.0
13877,102.0,150.0
13878,107.0,586.0
13879,100.0,776.0
13880,108.0,245.0
13881,105.0,682.0
13882,94.0,293.0
13883,103.0,192.0
13884,106.0,1196.0
13885,107.0,436.0
13886,110.0,257.0
13887,104.0,387.0
13888,107.0,554.0
13889,107.0,211.0
13890,102.0,356.0
13891,102.0,2052.0
13892,107.0,486.0
13893,107.0,203.0
13894,85.0,514.0
13895,62.0,2394.0
13896,107.0,346.0
13897,104.0,241.0
13898,107.0,80.0
13899,104.0,934.0
13900,107.0,1224.0
13901,107.0,875.0
13902,104.0,279.0
13903,102.0,664.0
13904,103.0,340.0
13905,107.0,148.0
13906,105.0,481.0
13907,107.0,297.0
13908,107.0,657.0
13909,108.0,1036.0
13910,107.0,256.0
13911,105.0,288.0
13912,107.0,164.0
13913,107.0,1283.0
13914,102.0,652.0
13915,107.0,485.0
13916,107.0,165.0
13917,107.0,282.0
13918,107.0,3389.0
13919,104.0,358.0
13920,107.0,3876.0
13921,104.0,2347.0
13922,107.0,333.0
13923,104.0,144.0
13924,108.0,3480.0
13925,102.0,237.0
13926,107.0,945.0
13927,102.0,597.0
13928,107.0,214.0
13929,108.0,961.0
13930,107.0,738.0
13931,107.0,1378.0
13932,105.0,1136.0
13933,107.0,1513.0
13934,104.0,397.0
13935,106.0,713.0
13936,99.0,885.0
13937,106.0,296.0
13938,103.0,499.0
13939,107.0,1515.0
13940,111.0,664.0
13941,104.0,229.0
13942,107.0,626.0
13943,106.0,255.0
13944,120.0,290.0
13945,106.0,348.0
13946,101.0,971.0
13947,107.0,534.0
13948,100.0,664.0
13949,107.0,325.0
13950,104.0,279.0
13951,107.0,830.0
13952,104.0,428.0
13953,107.0,231.0
13954,109.0,639.0
13955,103.0,487.0
13956,107.0,219.0
13957,102.0,241.0
13958,105.0,465.0
13959,101.0,929.0
13960,109.0,527.0
13961,114.0,1928.0
13962,107.0,276.0
13963,105.0,502.0
13964,103.0,1204.0
13965,98.0,188.0
13966,106.0,297.0
13967,107.0,3015.0
13968,107.0,828.0
13969,104.0,884.0
13970,106.0,758.0
13971,103.0,369.0
13972,107.0,354.0
13973,96.0,548.0
13974,105.0,304.0
13975,104.0,645.0
13976,104.0,501.0
13977,108.0,423.0
13978,107.0,801.0
13979,107.0,194.0
13980,104.0,387.0
13981,111.0,841.0
13982,96.0,455.0
13983,107.0,269.0
13984,105.0,259.0
13985,104.0,359.0
13986,103.0,720.0
13987,107.0,759.0
13988,107.0,3867.0
13989,107.0,1019.0
13990,92.0,840.0
13991,107.0,60.0
13992,102.0,201.0
13993,102.0,1630.0
13994,107.0,248.0
13995,109.0,963.0
13996,103.0,576.0
13997,107.0,802.0
13998,107.0,418.0
13999,107.0,759.0
14000,103.0,670.0
14001,107.0,252.0
14002,106.0,806.0
14003,107.0,645.0
14004,107.0,483.0
14005,100.0,444.0
14006,107.0,1713.0
14007,107.0,428.0
14008,107.0,345.0
14009,95.0,246.0
14010,92.0,1261.0
14011,107.0,361.0
14012,104.0,402.0
14013,108.0,909.0
14014,107.0,1256.0
14015,98.0,2068.0
14016,105.0,848.0
14017,94.0,599.0
14018,107.0,384.0
14019,107.0,727.0
14020,104.0,825.0
14021,105.0,309.0
14022,103.0,281.0
14023,111.0,247.0
14024,107.0,303.0
14025,108.0,612.0
14026,104.0,331.0
14027,107.0,389.0
14028,104.0,287.0
14029,107.0,159.0
14030,107.0,422.0
14031,103.0,881.0
14032,107.0,505.0
14033,107.0,582.0
14034,100.0,549.0
14035,104.0,291.0
14036,107.0,287.0
14037,107.0,746.0
14038,112.0,2316.0
14039,125.0,287.0
14040,107.0,523.0
14041,103.0,817.0
14042,108.0,445.0
14043,109.0,405.0
14044,100.0,900.0
14045,105.0,1655.0
14046,105.0,520.0
14047,107.0,362.0
14048,104.0,1255.0
14049,107.0,956.0
14050,108.0,1288.0
14051,99.0,747.0
14052,94.0,620.0
14053,106.0,615.0
14054,107.0,915.0
14055,108.0,193.0
14056,100.0,251.0
14057,112.0,924.0
14058,104.0,385.0
14059,101.0,880.0
14060,108.0,630.0
14061,107.0,383.0
14062,103.0,681.0
14063,109.0,397.0
14064,106.0,451.0
14065,107.0,450.0
14066,96.0,526.0
14067,107.0,288.0
14068,107.0,205.0
14069,107.0,4606.0
14070,97.0,614.0
14071,102.0,413.0
14072,107.0,1695.0
14073,55.0,435.0
14074,111.0,1057.0
14075,107.0,516.0
14076,107.0,327.0
14077,103.0,507.0
14078,104.0,502.0
14079,107.0,598.0
14080,97.0,296.0
14081,107.0,270.0
14082,107.0,468.0
14083,107.0,224.0
14084,103.0,361.0
14085,99.0,2869.0
14086,104.0,206.0
14087,107.0,534.0
14088,107.0,506.0
14089,98.0,767.0
14090,107.0,263.0
14091,95.0,844.0
14092,107.0,1280.0
14093,105.0,202.0
14094,107.0,198.0
14095,103.0,333.0
14096,107.0,784.0
14097,106.0,370.0
14098,113.0,1020.0
14099,102.0,3626.0
14100,95.0,290.0
14101,107.0,594.0
14102,104.0,336.0
14103,108.0,380.0
14104,103.0,441.0
14105,105.0,5083.0
14106,107.0,424.0
14107,94.0,1364.0
14108,107.0,285.0
14109,107.0,300.0
14110,112.0,343.0
14111,106.0,780.0
14112,101.0,876.0
14113,107.0,233.0
14114,103.0,378.0
14115,107.0,535.0
14116,107.0,1063.0
14117,107.0,424.0
14118,100.0,968.0
14119,104.0,635.0
14120,100.0,729.0
14121,104.0,356.0
14122,108.0,1278.0
14123,107.0,628.0
14124,98.0,528.0
14125,107.0,78.0
14126,107.0,198.0
14127,105.0,761.0
14128,98.0,1569.0
14129,107.0,671.0
14130,107.0,546.0
14131,106.0,324.0
14132,107.0,347.0
14133,103.0,436.0
14134,107.0,352.0
14135,100.0,657.0
14136,101.0,2338.0
14137,103.0,625.0
14138,106.0,365.0
14139,106.0,765.0
14140,106.0,704.0
14141,105.0,665.0
14142,102.0,793.0
14143,101.0,1343.0
14144,107.0,913.0
14145,108.0,424.0
14146,105.0,423.0
14147,107.0,295.0
14148,102.0,318.0
14149,109.0,534.0
14150,105.0,1161.0
14151,101.0,1492.0
14152,103.0,230.0
14153,107.0,1147.0
14154,107.0,407.0
14155,115.0,1004.0
14156,101.0,683.0
14157,107.0,1007.0
14158,112.0,281.0
14159,109.0,489.0
14160,99.0,366.0
14161,107.0,620.0
14162,98.0,1098.0
14163,107.0,493.0
14164,107.0,1126.0
14165,107.0,1652.0
14166,108.0,200.0
14167,103.0,570.0
14168,107.0,323.0
14169,106.0,568.0
14170,105.0,607.0
14171,104.0,2992.0
14172,106.0,927.0
14173,104.0,373.0
14174,107.0,1125.0
14175,107.0,154.0
14176,96.0,416.0
14177,107.0,302.0
14178,107.0,5727.0
14179,107.0,839.0
14180,105.0,922.0
14181,111.0,348.0
14182,102.0,14487.0
14183,109.0,1599.0
14184,104.0,803.0
14185,107.0,252.0
14186,107.0,517.0
14187,107.0,697.0
14188,103.0,357.0
14189,102.0,442.0
14190,104.0,4406.0
14191,106.0,834.0
14192,94.0,235.0
14193,105.0,947.0
14194,114.0,268.0
14195,104.0,912.0
14196,104.0,623.0
14197,107.0,424.0
14198,95.0,439.0
14199,107.0,917.0
14200,106.0,305.0
14201,107.0,2006.0
14202,108.0,18006.0
14203,107.0,1044.0
14204,94.0,292.0
14205,106.0,559.0
14206,107.0,410.0
14207,103.0,581.0
14208,106.0,1358.0
14209,107.0,209.0
14210,108.0,508.0
14211,107.0,222.0
14212,104.0,1025.0
14213,103.0,498.0
14214,112.0,429.0
14215,102.0,262.0
14216,108.0,262.0
14217,99.0,271.0
14218,107.0,1383.0
14219,107.0,177.0
14220,107.0,1780.0
14221,107.0,196.0
14222,99.0,204.0
14223,112.0,233.0
14224,107.0,406.0
14225,107.0,3629.0
14226,104.0,225.0
14227,105.0,872.0
14228,107.0,576.0
14229,101.0,360.0
14230,107.0,604.0
14231,107.0,1053.0
14232,100.0,462.0
14233,107.0,337.0
14234,107.0,1057.0
14235,107.0,503.0
14236,107.0,406.0
14237,107.0,649.0
14238,78.0,611.0
14239,104.0,266.0
14240,112.0,894.0
14241,105.0,1065.0
14242,111.0,367.0
14243,102.0,111.0
14244,107.0,913.0
14245,107.0,367.0
14246,102.0,163.0
14247,107.0,978.0
14248,91.0,361.0
14249,107.0,221.0
14250,104.0,403.0
14251,106.0,868.0
14252,107.0,292.0
14253,102.0,310.0
14254,104.0,144.0
14255,103.0,1188.0
14256,102.0,620.0
14257,107.0,793.0
14258,107.0,428.0
14259,108.0,1410.0
14260,107.0,1005.0
14261,107.0,249.0
14262,107.0,233.0
14263,109.0,1651.0
14264,91.0,710.0
14265,107.0,528.0
14266,107.0,858.0
14267,101.0,267.0
14268,121.0,405.0
14269,103.0,182.0
14270,99.0,275.0
14271,104.0,189.0
14272,107.0,300.0
14273,105.0,638.0
14274,80.0,1647.0
14275,104.0,1665.0
14276,100.0,418.0
14277,112.0,297.0
14278,102.0,211.0
14279,107.0,315.0
14280,106.0,610.0
14281,107.0,360.0
14282,106.0,648.0
14283,103.0,4033.0
14284,103.0,493.0
14285,105.0,1082.0
14286,103.0,501.0
14287,107.0,444.0
14288,111.0,371.0
14289,94.0,297.0
14290,105.0,197.0
14291,101.0,268.0
14292,107.0,4449.0
14293,107.0,828.0
14294,107.0,335.0
14295,113.0,235.0
14296,100.0,361.0
14297,107.0,2421.0
14298,104.0,1063.0
14299,103.0,1047.0
14300,102.0,460.0
14301,107.0,1070.0
14302,101.0,313.0
14303,105.0,225.0
14304,105.0,172.0
14305,106.0,948.0
14306,105.0,909.0
14307,103.0,230.0
14308,107.0,180.0
14309,107.0,1848.0
14310,107.0,325.0
14311,107.0,289.0
14312,111.0,703.0
14313,100.0,675.0
14314,102.0,455.0
14315,103.0,112.0
14316,101.0,324.0
14317,112.0,357.0
14318,101.0,348.0
14319,107.0,1223.0
14320,99.0,300.0
14321,104.0,658.0
14322,123.0,572.0
14323,107.0,622.0
14324,105.0,483.0
14325,104.0,482.0
14326,104.0,393.0
14327,117.0,435.0
14328,117.0,492.0
14329,107.0,769.0
14330,97.0,529.0
14331,93.0,253.0
14332,110.0,260.0
14333,107.0,249.0
14334,107.0,3351.0
14335,105.0,410.0
14336,107.0,265.0
14337,108.0,273.0
14338,107.0,206.0
14339,103.0,7556.0
14340,106.0,499.0
14341,101.0,223.0
14342,107.0,460.0
14343,105.0,1585.0
14344,107.0,104.0
14345,99.0,285.0
14346,107.0,302.0
14347,119.0,2388.0
14348,64.0,1202.0
14349,100.0,373.0
14350,102.0,529.0
14351,103.0,983.0
14352,102.0,4419.0
14353,104.0,277.0
14354,107.0,234.0
14355,101.0,429.0
14356,107.0,295.0
14357,107.0,485.0
14358,106.0,644.0
14359,102.0,558.0
14360,105.0,627.0
14361,90.0,1274.0
14362,93.0,390.0
14363,76.0,513.0
14364,100.0,315.0
14365,111.0,1018.0
14366,107.0,202.0
14367,105.0,444.0
14368,84.0,267.0
14369,107.0,531.0
14370,111.0,700.0
14371,107.0,590.0
14372,107.0,201.0
14373,107.0,1504.0
14374,105.0,555.0
14375,102.0,487.0
14376,110.0,808.0
14377,108.0,686.0
14378,107.0,648.0
14379,105.0,143.0
14380,103.0,1051.0
14381,107.0,1051.0
14382,107.0,227.0
14383,117.0,824.0
14384,104.0,2068.0
14385,106.0,342.0
14386,107.0,4994.0
14387,111.0,628.0
14388,106.0,345.0
14389,107.0,275.0
14390,103.0,11749.0
14391,106.0,263.0
14392,104.0,351.0
14393,106.0,802.0
14394,100.0,798.0
14395,116.0,213.0
14396,100.0,278.0
14397,111.0,2614.0
14398,107.0,409.0
14399,110.0,427.0
14400,107.0,525.0
14401,112.0,250.0
14402,102.0,746.0
14403,103.0,284.0
14404,101.0,1070.0
14405,103.0,264.0
14406,96.0,466.0
14407,107.0,642.0
14408,93.0,336.0
14409,93.0,409.0
14410,112.0,288.0
14411,107.0,253.0
14412,107.0,272.0
14413,106.0,860.0
14414,104.0,194.0
14415,107.0,431.0
14416,101.0,216.0
14417,107.0,411.0
14418,107.0,459.0
14419,104.0,1705.0
14420,107.0,333.0
14421,105.0,296.0
14422,107.0,564.0
14423,107.0,1578.0
14424,104.0,1577.0
14425,148.0,872.0
14426,104.0,288.0
14427,102.0,553.0
14428,96.0,402.0
14429,106.0,522.0
14430,98.0,205.0
14431,107.0,1095.0
14432,107.0,732.0
14433,105.0,924.0
14434,100.0,511.0
14435,100.0,118.0
14436,107.0,638.0
14437,107.0,333.0
14438,107.0,105.0
14439,107.0,441.0
14440,101.0,197.0
14441,108.0,890.0
14442,103.0,361.0
14443,104.0,355.0
14444,107.0,904.0
14445,101.0,1699.0
14446,107.0,271.0
14447,107.0,277.0
14448,104.0,1909.0
14449,103.0,1381.0
14450,103.0,566.0
14451,108.0,509.0
14452,107.0,685.0
14453,107.0,4759.0
14454,101.0,313.0
14455,106.0,311.0
14456,105.0,804.0
14457,107.0,257.0
14458,107.0,1162.0
14459,107.0,367.0
14460,102.0,84.0
14461,107.0,376.0
14462,97.0,1585.0
14463,99.0,262.0
14464,104.0,3954.0
14465,103.0,606.0
14466,102.0,349.0
14467,103.0,253.0
14468,103.0,1527.0
14469,103.0,305.0
14470,105.0,436.0
14471,105.0,324.0
14472,103.0,463.0
14473,107.0,408.0
14474,103.0,1316.0
14475,103.0,443.0
14476,103.0,387.0
14477,108.0,85.0
14478,106.0,425.0
14479,106.0,151.0
14480,107.0,198.0
14481,107.0,2147.0
14482,95.0,370.0
14483,104.0,363.0
14484,104.0,701.0
14485,99.0,268.0
14486,104.0,208.0
14487,107.0,411.0
14488,107.0,546.0
14489,101.0,265.0
14490,102.0,725.0
14491,107.0,937.0
14492,105.0,338.0
14493,104.0,2874.0
14494,107.0,112.0
14495,105.0,1006.0
14496,108.0,243.0
14497,107.0,507.0
14498,100.0,628.0
14499,107.0,240.0
14500,107.0,1000.0
14501,99.0,995.0
14502,107.0,221.0
14503,118.0,1871.0
14504,107.0,345.0
14505,105.0,401.0
14506,108.0,425.0
14507,107.0,785.0
14508,104.0,238.0
14509,99.0,416.0
14510,105.0,630.0
14511,107.0,357.0
14512,105.0,1803.0
14513,106.0,537.0
14514,107.0,327.0
14515,105.0,619.0
14516,97.0,188.0
14517,107.0,581.0
14518,107.0,750.0
14519,107.0,401.0
14520,109.0,532.0
14521,103.0,987.0
14522,104.0,6357.0
14523,107.0,3517.0
14524,104.0,177.0
14525,107.0,588.0
14526,106.0,525.0
14527,100.0,634.0
14528,107.0,116.0
14529,100.0,494.0
14530,107.0,348.0
14531,102.0,318.0
14532,104.0,657.0
14533,105.0,722.0
14534,107.0,351.0
14535,107.0,623.0
14536,105.0,490.0
14537,107.0,1263.0
14538,107.0,1254.0
14539,107.0,226.0
14540,103.0,409.0
14541,103.0,284.0
14542,107.0,461.0
14543,101.0,213.0
14544,109.0,1094.0
14545,104.0,415.0
14546,103.0,1021.0
14547,107.0,1960.0
14548,107.0,306.0
14549,102.0,529.0
14550,100.0,972.0
14551,101.0,689.0
14552,104.0,908.0
14553,102.0,1460.0
14554,153.0,366.0
14555,100.0,607.0
14556,108.0,566.0
14557,100.0,655.0
14558,107.0,192.0
14559,107.0,444.0
14560,107.0,303.0
14561,96.0,262.0
14562,117.0,659.0
14563,103.0,1605.0
14564,107.0,1997.0
14565,104.0,551.0
14566,107.0,477.0
14567,110.0,401.0
14568,107.0,226.0
14569,107.0,781.0
14570,103.0,355.0
14571,104.0,1047.0
14572,104.0,336.0
14573,107.0,233.0
14574,112.0,1048.0
14575,107.0,548.0
14576,107.0,1099.0
14577,107.0,327.0
14578,104.0,4494.0
14579,103.0,1126.0
14580,105.0,393.0
14581,105.0,2610.0
14582,108.0,1341.0
14583,108.0,664.0
14584,107.0,611.0
14585,100.0,726.0
14586,107.0,332.0
14587,104.0,436.0
14588,107.0,312.0
14589,103.0,329.0
14590,108.0,1158.0
14591,108.0,1137.0
14592,103.0,432.0
14593,105.0,302.0
14594,105.0,701.0
14595,103.0,807.0
14596,106.0,957.0
14597,106.0,894.0
14598,90.0,1199.0
14599,98.0,895.0
14600,107.0,311.0
14601,104.0,2982.0
14602,104.0,467.0
14603,107.0,585.0
14604,99.0,574.0
14605,107.0,204.0
14606,105.0,394.0
14607,91.0,3142.0
14608,106.0,513.0
14609,104.0,605.0
14610,102.0,1301.0
14611,106.0,346.0
14612,100.0,2468.0
14613,107.0,693.0
14614,107.0,194.0
14615,111.0,681.0
14616,107.0,1208.0
14617,108.0,5568.0
14618,104.0,1364.0
14619,107.0,465.0
14620,107.0,376.0
14621,107.0,375.0
14622,102.0,246.0
14623,104.0,507.0
14624,107.0,867.0
14625,107.0,428.0
14626,101.0,230.0
14627,105.0,1762.0
14628,107.0,649.0
14629,107.0,920.0
14630,108.0,497.0
14631,107.0,1002.0
14632,107.0,586.0
14633,104.0,523.0
14634,107.0,1539.0
14635,100.0,812.0
14636,107.0,191.0
14637,108.0,1209.0
14638,109.0,316.0
14639,109.0,194.0
14640,107.0,207.0
14641,107.0,748.0
14642,107.0,788.0
14643,107.0,393.0
14644,107.0,727.0
14645,101.0,1143.0
14646,99.0,1426.0
14647,107.0,6317.0
14648,102.0,2415.0
14649,104.0,434.0
14650,100.0,227.0
14651,111.0,930.0
14652,108.0,85.0
14653,106.0,13172.0
14654,107.0,419.0
14655,107.0,510.0
14656,109.0,1108.0
14657,105.0,671.0
14658,160.0,340.0
14659,107.0,939.0
14660,69.0,2532.0
14661,105.0,222.0
14662,105.0,234.0
14663,117.0,269.0
14664,107.0,652.0
14665,106.0,248.0
14666,102.0,1390.0
14667,107.0,682.0
14668,104.0,505.0
14669,106.0,1137.0
14670,96.0,410.0
14671,107.0,401.0
14672,107.0,671.0
14673,107.0,1798.0
14674,110.0,1117.0
14675,103.0,547.0
14676,107.0,101.0
14677,101.0,954.0
14678,102.0,563.0
14679,96.0,1899.0
14680,106.0,1408.0
14681,103.0,418.0
14682,113.0,1547.0
14683,94.0,615.0
14684,108.0,505.0
14685,115.0,311.0
14686,102.0,748.0
14687,92.0,777.0
14688,104.0,736.0
14689,104.0,526.0
14690,102.0,492.0
14691,103.0,4772.0
14692,105.0,648.0
14693,104.0,243.0
14694,102.0,612.0
14695,107.0,443.0
14696,117.0,503.0
14697,102.0,1308.0
14698,107.0,369.0
14699,104.0,303.0
14700,109.0,1242.0
14701,107.0,408.0
14702,107.0,218.0
14703,101.0,241.0
14704,107.0,2218.0
14705,105.0,590.0
14706,106.0,375.0
14707,103.0,1954.0
14708,107.0,236.0
14709,106.0,107.0
14710,94.0,909.0
14711,107.0,288.0
14712,106.0,335.0
14713,97.0,815.0
14714,96.0,510.0
14715,98.0,1587.0
14716,105.0,532.0
14717,107.0,313.0
14718,119.0,401.0
14719,106.0,297.0
14720,107.0,210.0
14721,118.0,345.0
14722,96.0,613.0
14723,105.0,1763.0
14724,104.0,344.0
14725,95.0,890.0
14726,107.0,687.0
14727,107.0,174.0
14728,105.0,293.0
14729,94.0,574.0
14730,107.0,557.0
14731,100.0,195.0
14732,107.0,548.0
14733,101.0,527.0
14734,106.0,343.0
14735,111.0,272.0
14736,107.0,890.0
14737,103.0,466.0
14738,99.0,7084.0
14739,117.0,459.0
14740,103.0,713.0
14741,108.0,324.0
14742,103.0,105.0
14743,108.0,217.0
14744,117.0,294.0
14745,107.0,314.0
14746,107.0,792.0
14747,100.0,349.0
14748,107.0,401.0
14749,100.0,402.0
14750,107.0,1609.0
14751,107.0,463.0
14752,106.0,464.0
14753,94.0,503.0
14754,107.0,684.0
14755,107.0,746.0
14756,103.0,354.0
14757,107.0,405.0
14758,107.0,1038.0
14759,103.0,1959.0
14760,106.0,696.0
14761,106.0,295.0
14762,107.0,556.0
14763,107.0,292.0
14764,106.0,1410.0
14765,95.0,272.0
14766,100.0,354.0
14767,107.0,1272.0
14768,103.0,228.0
14769,162.0,525.0
14770,107.0,588.0
14771,109.0,2084.0
14772,72.0,571.0
14773,104.0,2293.0
14774,107.0,537.0
14775,99.0,450.0
14776,103.0,2357.0
14777,77.0,83.0
14778,98.0,3138.0
14779,107.0,286.0
14780,103.0,409.0
14781,104.0,1686.0
14782,107.0,83.0
14783,107.0,565.0
14784,107.0,2592.0
14785,106.0,541.0
14786,105.0,760.0
14787,103.0,925.0
14788,93.0,446.0
14789,102.0,304.0
14790,107.0,309.0
14791,107.0,1136.0
14792,103.0,1035.0
14793,105.0,268.0
14794,107.0,309.0
14795,55.0,117.0
14796,109.0,528.0
14797,102.0,497.0
14798,107.0,247.0
14799,100.0,1843.0
14800,107.0,1020.0
14801,107.0,174.0
14802,107.0,357.0
14803,107.0,402.0
14804,103.0,511.0
14805,107.0,466.0
14806,101.0,418.0
14807,107.0,199.0
14808,108.0,529.0
14809,102.0,202.0
14810,107.0,969.0
14811,111.0,506.0
14812,106.0,215.0
14813,103.0,559.0
14814,107.0,638.0
14815,105.0,486.0
14816,98.0,826.0
14817,107.0,1897.0
14818,103.0,616.0
14819,107.0,1475.0
14820,91.0,379.0
14821,107.0,1033.0
14822,108.0,355.0
14823,108.0,2317.0
14824,100.0,531.0
14825,107.0,611.0
14826,91.0,247.0
14827,114.0,1492.0
14828,103.0,228.0
14829,107.0,370.0
14830,107.0,303.0
14831,103.0,465.0
14832,106.0,210.0
14833,103.0,308.0
14834,99.0,569.0
14835,107.0,1753.0
14836,104.0,1149.0
14837,107.0,1288.0
14838,106.0,255.0
14839,100.0,573.0
14840,70.0,468.0
14841,110.0,293.0
14842,104.0,3040.0
