,non_circ,circ
23798,80.0,315.0
23799,100.0,449.0
23800,105.0,499.0
23801,103.0,258.0
23802,105.0,453.0
23803,107.0,178.0
23804,103.0,952.0
23805,107.0,403.0
23806,102.0,205.0
23807,107.0,283.0
23808,107.0,1261.0
23809,104.0,817.0
23810,107.0,363.0
23811,107.0,123.0
23812,101.0,611.0
23813,102.0,257.0
23814,104.0,277.0
23815,69.0,10000.0
23816,107.0,947.0
23817,107.0,1056.0
23818,104.0,379.0
23819,107.0,822.0
23820,107.0,354.0
23821,108.0,352.0
23822,109.0,915.0
23823,102.0,455.0
23824,107.0,608.0
23825,107.0,2541.0
23826,107.0,340.0
23827,103.0,334.0
23828,103.0,422.0
23829,107.0,676.0
23830,106.0,449.0
23831,107.0,878.0
23832,99.0,375.0
23833,101.0,1274.0
23834,102.0,2061.0
23835,105.0,473.0
23836,104.0,615.0
23837,107.0,569.0
23838,101.0,531.0
23839,105.0,1143.0
23840,109.0,304.0
23841,103.0,19185.0
23842,103.0,93.0
23843,107.0,648.0
23844,105.0,249.0
23845,107.0,376.0
23846,93.0,251.0
23847,103.0,838.0
23848,87.0,162.0
23849,107.0,1420.0
23850,100.0,232.0
23851,106.0,369.0
23852,102.0,251.0
23853,104.0,1028.0
23854,104.0,583.0
23855,106.0,1173.0
23856,107.0,936.0
23857,107.0,1102.0
23858,107.0,196.0
23859,107.0,457.0
23860,106.0,3243.0
23861,108.0,639.0
23862,107.0,1318.0
23863,107.0,644.0
23864,107.0,302.0
23865,104.0,1031.0
23866,104.0,679.0
23867,110.0,1814.0
23868,107.0,417.0
23869,103.0,300.0
23870,107.0,983.0
23871,103.0,650.0
23872,107.0,959.0
23873,105.0,1389.0
23874,107.0,1866.0
23875,101.0,412.0
23876,103.0,1031.0
23877,106.0,261.0
23878,107.0,328.0
23879,106.0,1541.0
23880,107.0,510.0
23881,105.0,337.0
23882,107.0,553.0
23883,79.0,1430.0
23884,105.0,1068.0
23885,103.0,1516.0
23886,103.0,170.0
23887,107.0,778.0
23888,107.0,305.0
23889,104.0,2591.0
23890,106.0,362.0
23891,107.0,242.0
23892,104.0,590.0
23893,105.0,456.0
23894,107.0,630.0
23895,107.0,223.0
23896,106.0,446.0
23897,103.0,380.0
23898,89.0,442.0
23899,107.0,442.0
23900,100.0,386.0
23901,105.0,257.0
23902,104.0,417.0
23903,97.0,473.0
23904,104.0,417.0
23905,107.0,578.0
23906,61.0,660.0
23907,102.0,590.0
23908,107.0,724.0
23909,106.0,177.0
23910,100.0,3421.0
23911,108.0,383.0
23912,109.0,849.0
23913,104.0,246.0
23914,110.0,839.0
23915,107.0,1250.0
23916,104.0,831.0
23917,107.0,2393.0
23918,104.0,672.0
23919,103.0,1712.0
23920,100.0,678.0
23921,107.0,415.0
23922,105.0,283.0
23923,103.0,530.0
23924,101.0,3390.0
23925,106.0,1039.0
23926,100.0,195.0
23927,110.0,368.0
23928,107.0,194.0
23929,105.0,331.0
23930,103.0,1373.0
23931,107.0,747.0
23932,98.0,1216.0
23933,103.0,304.0
23934,105.0,203.0
23935,100.0,458.0
23936,107.0,763.0
23937,102.0,834.0
23938,111.0,2978.0
23939,107.0,237.0
23940,103.0,432.0
23941,112.0,1103.0
23942,110.0,395.0
23943,100.0,396.0
23944,106.0,224.0
23945,95.0,348.0
23946,105.0,970.0
23947,90.0,2347.0
23948,101.0,408.0
23949,108.0,1735.0
23950,105.0,312.0
23951,104.0,264.0
23952,103.0,569.0
23953,92.0,846.0
23954,106.0,1877.0
23955,103.0,5956.0
23956,107.0,253.0
23957,107.0,287.0
23958,107.0,603.0
23959,110.0,499.0
23960,102.0,628.0
23961,99.0,1027.0
23962,107.0,482.0
23963,106.0,441.0
23964,103.0,551.0
23965,103.0,376.0
23966,106.0,535.0
23967,107.0,817.0
23968,86.0,295.0
23969,101.0,457.0
23970,104.0,527.0
23971,110.0,762.0
23972,101.0,119.0
23973,102.0,3021.0
23974,102.0,221.0
23975,107.0,4727.0
23976,107.0,905.0
23977,107.0,592.0
23978,100.0,398.0
23979,100.0,1410.0
23980,102.0,445.0
23981,107.0,280.0
23982,104.0,1367.0
23983,107.0,346.0
23984,107.0,233.0
23985,102.0,5785.0
23986,105.0,542.0
23987,104.0,461.0
23988,107.0,1363.0
23989,101.0,1694.0
23990,104.0,673.0
23991,107.0,230.0
23992,107.0,1229.0
23993,102.0,167.0
23994,107.0,246.0
23995,107.0,465.0
23996,110.0,436.0
23997,97.0,362.0
23998,107.0,96.0
23999,102.0,658.0
24000,105.0,315.0
24001,107.0,182.0
24002,108.0,127.0
24003,103.0,223.0
24004,107.0,2112.0
24005,108.0,291.0
24006,100.0,466.0
24007,138.0,432.0
24008,107.0,1450.0
24009,101.0,265.0
24010,104.0,572.0
24011,107.0,494.0
24012,115.0,1793.0
24013,107.0,472.0
24014,98.0,1119.0
24015,92.0,363.0
24016,102.0,347.0
24017,107.0,471.0
24018,105.0,233.0
24019,100.0,436.0
24020,106.0,301.0
24021,103.0,215.0
24022,104.0,695.0
24023,107.0,486.0
24024,109.0,164.0
24025,105.0,279.0
24026,107.0,1443.0
24027,104.0,446.0
24028,107.0,615.0
24029,104.0,1036.0
24030,104.0,336.0
24031,108.0,1215.0
24032,103.0,647.0
24033,107.0,1194.0
24034,116.0,115.0
24035,107.0,1659.0
24036,103.0,913.0
24037,103.0,252.0
24038,92.0,1454.0
24039,107.0,395.0
24040,107.0,1883.0
24041,107.0,440.0
24042,104.0,286.0
24043,103.0,284.0
24044,101.0,1663.0
24045,107.0,237.0
24046,107.0,427.0
24047,103.0,204.0
24048,107.0,3157.0
24049,102.0,559.0
24050,107.0,482.0
24051,103.0,522.0
24052,107.0,420.0
24053,107.0,280.0
24054,104.0,692.0
24055,104.0,869.0
24056,107.0,1836.0
24057,107.0,1142.0
24058,107.0,225.0
24059,107.0,210.0
24060,68.0,256.0
24061,106.0,1117.0
24062,96.0,429.0
24063,106.0,999.0
24064,107.0,1365.0
24065,107.0,322.0
24066,104.0,993.0
24067,99.0,387.0
24068,105.0,1044.0
24069,115.0,496.0
24070,107.0,887.0
24071,103.0,235.0
24072,107.0,315.0
24073,107.0,471.0
24074,107.0,275.0
24075,103.0,689.0
24076,107.0,1612.0
24077,107.0,1098.0
24078,106.0,621.0
24079,107.0,634.0
24080,119.0,237.0
24081,107.0,1172.0
24082,107.0,7087.0
24083,105.0,1010.0
24084,80.0,614.0
24085,100.0,925.0
24086,103.0,218.0
24087,107.0,705.0
24088,93.0,272.0
24089,108.0,553.0
24090,105.0,1007.0
24091,113.0,2543.0
24092,98.0,1038.0
24093,107.0,573.0
24094,105.0,245.0
24095,108.0,1376.0
24096,108.0,692.0
24097,107.0,687.0
24098,107.0,233.0
24099,107.0,1454.0
24100,103.0,594.0
24101,106.0,827.0
24102,106.0,2192.0
24103,108.0,807.0
24104,102.0,1038.0
24105,106.0,247.0
24106,60.0,430.0
24107,98.0,308.0
24108,107.0,255.0
24109,105.0,162.0
24110,105.0,1213.0
24111,107.0,1118.0
24112,107.0,213.0
24113,107.0,215.0
24114,107.0,538.0
24115,107.0,533.0
24116,103.0,321.0
24117,107.0,181.0
24118,122.0,753.0
24119,107.0,2569.0
24120,101.0,566.0
24121,102.0,457.0
24122,100.0,3299.0
24123,106.0,821.0
24124,103.0,344.0
24125,107.0,517.0
24126,104.0,431.0
24127,107.0,675.0
24128,95.0,416.0
24129,97.0,2416.0
24130,105.0,264.0
24131,104.0,577.0
24132,106.0,358.0
24133,107.0,1584.0
24134,103.0,824.0
24135,89.0,1458.0
24136,107.0,469.0
24137,107.0,918.0
24138,103.0,896.0
24139,107.0,1262.0
24140,103.0,214.0
24141,103.0,1847.0
24142,107.0,445.0
24143,105.0,501.0
24144,103.0,726.0
24145,104.0,1583.0
24146,103.0,368.0
24147,104.0,4322.0
24148,105.0,1006.0
24149,102.0,1002.0
24150,105.0,1221.0
24151,108.0,716.0
24152,117.0,416.0
24153,107.0,371.0
24154,105.0,191.0
24155,103.0,743.0
24156,106.0,372.0
24157,107.0,759.0
24158,108.0,1071.0
24159,107.0,2071.0
24160,71.0,471.0
24161,106.0,286.0
24162,103.0,299.0
24163,107.0,1175.0
24164,115.0,1087.0
24165,103.0,4327.0
24166,108.0,1019.0
24167,107.0,342.0
24168,105.0,1439.0
24169,87.0,292.0
24170,104.0,239.0
24171,97.0,626.0
24172,108.0,255.0
24173,106.0,211.0
24174,103.0,8213.0
24175,105.0,818.0
24176,112.0,317.0
24177,103.0,486.0
24178,107.0,1552.0
24179,107.0,684.0
24180,108.0,333.0
24181,103.0,231.0
24182,103.0,437.0
24183,107.0,1053.0
24184,107.0,639.0
24185,107.0,664.0
24186,104.0,251.0
24187,101.0,1664.0
24188,102.0,2711.0
24189,103.0,617.0
24190,104.0,847.0
24191,90.0,322.0
24192,107.0,1529.0
24193,107.0,171.0
24194,104.0,2142.0
24195,107.0,315.0
24196,103.0,265.0
24197,107.0,1294.0
24198,104.0,781.0
24199,104.0,529.0
24200,105.0,1835.0
24201,71.0,184.0
24202,107.0,974.0
24203,105.0,790.0
24204,95.0,402.0
24205,105.0,675.0
24206,107.0,310.0
24207,103.0,164.0
24208,100.0,474.0
24209,107.0,476.0
24210,107.0,1050.0
24211,107.0,898.0
24212,107.0,653.0
24213,107.0,153.0
24214,103.0,229.0
24215,105.0,1284.0
24216,107.0,335.0
24217,103.0,1048.0
24218,103.0,206.0
24219,104.0,2946.0
24220,105.0,1877.0
24221,105.0,1074.0
24222,107.0,196.0
24223,107.0,328.0
24224,107.0,1050.0
24225,112.0,286.0
24226,107.0,530.0
24227,96.0,3299.0
24228,100.0,1436.0
24229,107.0,374.0
24230,103.0,514.0
24231,60.0,909.0
24232,100.0,482.0
24233,106.0,788.0
24234,102.0,596.0
24235,106.0,719.0
24236,102.0,1421.0
24237,105.0,350.0
24238,107.0,669.0
24239,103.0,264.0
24240,108.0,1504.0
24241,107.0,378.0
24242,103.0,911.0
24243,104.0,504.0
24244,103.0,258.0
24245,107.0,153.0
24246,104.0,1533.0
24247,103.0,532.0
24248,107.0,285.0
24249,101.0,1080.0
24250,110.0,455.0
24251,107.0,332.0
24252,101.0,526.0
24253,104.0,609.0
24254,104.0,425.0
24255,107.0,233.0
24256,107.0,2102.0
24257,106.0,920.0
24258,107.0,1495.0
24259,107.0,559.0
24260,103.0,897.0
24261,102.0,383.0
24262,104.0,489.0
24263,110.0,120.0
24264,104.0,531.0
24265,98.0,349.0
24266,107.0,673.0
24267,106.0,647.0
24268,100.0,186.0
24269,107.0,354.0
24270,108.0,690.0
24271,107.0,263.0
24272,104.0,179.0
24273,100.0,350.0
24274,107.0,38154.0
24275,97.0,310.0
24276,106.0,834.0
24277,110.0,2225.0
24278,107.0,546.0
24279,104.0,1068.0
24280,85.0,237.0
24281,107.0,572.0
24282,103.0,1863.0
24283,107.0,483.0
24284,107.0,506.0
24285,104.0,3073.0
24286,104.0,1357.0
24287,107.0,1007.0
24288,107.0,553.0
24289,100.0,293.0
24290,107.0,906.0
24291,102.0,762.0
24292,104.0,615.0
24293,103.0,1615.0
24294,102.0,2986.0
24295,101.0,434.0
24296,101.0,395.0
24297,104.0,646.0
24298,109.0,1882.0
24299,107.0,245.0
24300,103.0,444.0
24301,107.0,1069.0
24302,107.0,580.0
24303,107.0,327.0
24304,103.0,2189.0
24305,101.0,195.0
24306,99.0,303.0
24307,107.0,1193.0
24308,109.0,936.0
24309,104.0,1755.0
24310,102.0,548.0
24311,104.0,440.0
24312,107.0,597.0
24313,107.0,455.0
24314,107.0,551.0
24315,104.0,222.0
24316,102.0,238.0
24317,107.0,517.0
24318,117.0,452.0
24319,107.0,194.0
24320,103.0,560.0
24321,107.0,271.0
24322,99.0,425.0
24323,103.0,760.0
24324,116.0,242.0
24325,107.0,408.0
24326,103.0,558.0
24327,107.0,686.0
24328,107.0,454.0
24329,107.0,1152.0
24330,103.0,567.0
24331,103.0,477.0
24332,111.0,830.0
24333,107.0,393.0
24334,102.0,307.0
24335,107.0,501.0
24336,104.0,1455.0
24337,107.0,256.0
24338,107.0,117.0
24339,111.0,511.0
24340,107.0,331.0
24341,102.0,1058.0
24342,108.0,298.0
24343,107.0,438.0
24344,106.0,148.0
24345,104.0,332.0
24346,108.0,223.0
24347,106.0,647.0
24348,104.0,284.0
24349,103.0,834.0
24350,95.0,498.0
24351,107.0,4525.0
24352,108.0,355.0
24353,99.0,426.0
24354,107.0,1266.0
24355,106.0,753.0
24356,108.0,777.0
24357,106.0,465.0
24358,103.0,1089.0
24359,107.0,711.0
24360,91.0,406.0
24361,107.0,657.0
24362,107.0,660.0
24363,107.0,695.0
24364,101.0,1551.0
24365,103.0,526.0
24366,107.0,625.0
24367,87.0,294.0
24368,103.0,2254.0
24369,106.0,871.0
24370,107.0,1667.0
24371,110.0,744.0
24372,96.0,678.0
24373,103.0,324.0
24374,106.0,10358.0
24375,107.0,314.0
24376,102.0,714.0
24377,107.0,223.0
24378,106.0,331.0
24379,107.0,288.0
24380,95.0,656.0
24381,107.0,604.0
24382,97.0,340.0
24383,106.0,746.0
24384,107.0,794.0
24385,107.0,340.0
24386,105.0,990.0
24387,107.0,498.0
24388,107.0,258.0
24389,112.0,747.0
24390,101.0,282.0
24391,107.0,529.0
24392,107.0,712.0
24393,96.0,176.0
24394,107.0,696.0
24395,117.0,1175.0
24396,107.0,342.0
24397,107.0,327.0
24398,107.0,487.0
24399,100.0,130.0
24400,63.0,199.0
24401,107.0,173.0
24402,104.0,329.0
24403,104.0,373.0
24404,105.0,481.0
24405,107.0,556.0
24406,107.0,2284.0
24407,107.0,1890.0
24408,107.0,254.0
24409,101.0,256.0
24410,99.0,223.0
24411,105.0,213.0
24412,107.0,1044.0
24413,107.0,2489.0
24414,107.0,550.0
24415,92.0,2507.0
24416,103.0,287.0
24417,106.0,1388.0
24418,100.0,547.0
24419,108.0,599.0
24420,106.0,279.0
24421,104.0,9097.0
24422,111.0,574.0
24423,107.0,750.0
24424,106.0,366.0
24425,103.0,269.0
24426,102.0,332.0
24427,100.0,326.0
24428,105.0,522.0
24429,96.0,7709.0
24430,107.0,1048.0
24431,103.0,382.0
24432,107.0,6752.0
24433,106.0,1472.0
24434,103.0,7673.0
24435,93.0,1109.0
24436,107.0,994.0
24437,107.0,809.0
24438,165.0,700.0
24439,105.0,434.0
24440,109.0,226.0
24441,107.0,1853.0
24442,107.0,1367.0
24443,107.0,368.0
24444,102.0,438.0
24445,105.0,1324.0
24446,105.0,370.0
24447,107.0,377.0
24448,107.0,1584.0
24449,107.0,405.0
24450,104.0,3711.0
24451,71.0,1044.0
24452,110.0,330.0
24453,89.0,1692.0
24454,112.0,259.0
24455,99.0,202.0
24456,108.0,750.0
24457,104.0,6651.0
24458,103.0,1852.0
24459,108.0,734.0
24460,113.0,477.0
24461,104.0,1298.0
24462,100.0,1348.0
24463,107.0,268.0
24464,107.0,515.0
24465,106.0,193.0
24466,106.0,2458.0
24467,107.0,208.0
24468,103.0,1492.0
24469,105.0,389.0
24470,104.0,720.0
24471,110.0,457.0
24472,104.0,867.0
24473,107.0,726.0
24474,107.0,778.0
24475,104.0,457.0
24476,102.0,272.0
24477,92.0,472.0
24478,106.0,2381.0
24479,108.0,356.0
24480,107.0,342.0
24481,103.0,257.0
24482,102.0,325.0
24483,107.0,384.0
24484,104.0,923.0
24485,109.0,2613.0
24486,105.0,308.0
24487,107.0,500.0
24488,110.0,621.0
24489,122.0,571.0
24490,103.0,706.0
24491,103.0,509.0
24492,106.0,206.0
24493,107.0,1178.0
24494,112.0,251.0
24495,107.0,451.0
24496,106.0,536.0
24497,106.0,915.0
24498,107.0,296.0
24499,104.0,3533.0
24500,102.0,514.0
24501,107.0,306.0
24502,107.0,803.0
24503,103.0,874.0
24504,103.0,1478.0
24505,107.0,975.0
24506,103.0,197.0
24507,107.0,566.0
24508,118.0,897.0
24509,122.0,1515.0
24510,107.0,412.0
24511,107.0,339.0
24512,105.0,244.0
24513,106.0,378.0
24514,107.0,527.0
24515,104.0,1413.0
24516,100.0,600.0
24517,107.0,269.0
24518,117.0,434.0
24519,104.0,906.0
24520,107.0,849.0
24521,105.0,1647.0
24522,107.0,327.0
24523,101.0,169.0
24524,106.0,1298.0
24525,107.0,1359.0
24526,107.0,1772.0
24527,107.0,289.0
24528,98.0,933.0
24529,108.0,1285.0
24530,101.0,240.0
24531,106.0,383.0
24532,103.0,519.0
24533,106.0,482.0
24534,104.0,864.0
24535,99.0,1138.0
24536,106.0,627.0
24537,111.0,239.0
24538,107.0,1379.0
24539,103.0,1263.0
24540,102.0,169.0
24541,107.0,6602.0
24542,105.0,429.0
24543,107.0,689.0
24544,107.0,342.0
24545,105.0,338.0
24546,109.0,2957.0
24547,102.0,403.0
24548,104.0,816.0
24549,96.0,3822.0
24550,101.0,289.0
24551,101.0,389.0
24552,107.0,760.0
24553,107.0,2040.0
24554,99.0,98.0
24555,104.0,197.0
24556,107.0,299.0
24557,103.0,777.0
24558,106.0,375.0
24559,103.0,638.0
24560,104.0,339.0
24561,106.0,283.0
24562,109.0,1070.0
24563,107.0,702.0
24564,108.0,262.0
24565,112.0,1561.0
24566,107.0,1728.0
24567,107.0,536.0
24568,104.0,580.0
24569,107.0,445.0
24570,107.0,1111.0
24571,107.0,334.0
24572,99.0,1331.0
24573,106.0,152.0
24574,92.0,7473.0
24575,107.0,247.0
24576,91.0,4268.0
24577,103.0,613.0
24578,107.0,343.0
24579,102.0,241.0
24580,107.0,240.0
24581,107.0,570.0
24582,100.0,245.0
24583,107.0,429.0
24584,96.0,465.0
24585,107.0,258.0
24586,107.0,276.0
24587,109.0,844.0
24588,107.0,2713.0
24589,108.0,196.0
24590,107.0,949.0
24591,106.0,211.0
24592,107.0,3281.0
24593,106.0,536.0
24594,98.0,711.0
24595,103.0,1757.0
24596,107.0,211.0
24597,99.0,1133.0
24598,107.0,1099.0
24599,107.0,215.0
24600,107.0,405.0
24601,107.0,1044.0
24602,106.0,536.0
24603,64.0,801.0
24604,107.0,653.0
24605,107.0,739.0
24606,106.0,607.0
24607,103.0,565.0
24608,103.0,560.0
24609,103.0,446.0
24610,107.0,1228.0
24611,104.0,951.0
24612,104.0,485.0
24613,55.0,525.0
24614,106.0,351.0
24615,70.0,214.0
24616,102.0,384.0
24617,107.0,190.0
24618,107.0,418.0
24619,107.0,417.0
24620,104.0,146.0
24621,107.0,613.0
24622,103.0,237.0
24623,100.0,223.0
24624,103.0,515.0
24625,103.0,393.0
24626,105.0,699.0
24627,102.0,1075.0
24628,107.0,362.0
24629,107.0,430.0
24630,104.0,1184.0
24631,106.0,551.0
24632,100.0,474.0
24633,107.0,1109.0
24634,103.0,462.0
24635,107.0,594.0
24636,107.0,392.0
24637,107.0,360.0
24638,107.0,1007.0
24639,106.0,407.0
24640,104.0,1277.0
24641,99.0,145.0
24642,105.0,253.0
24643,107.0,965.0
24644,96.0,2054.0
24645,105.0,497.0
24646,104.0,126.0
24647,104.0,279.0
24648,104.0,926.0
24649,103.0,185.0
24650,107.0,543.0
24651,104.0,664.0
24652,107.0,848.0
24653,107.0,1875.0
24654,107.0,252.0
24655,107.0,297.0
24656,95.0,465.0
24657,106.0,222.0
24658,107.0,2135.0
24659,107.0,1611.0
24660,107.0,3154.0
24661,107.0,394.0
24662,103.0,310.0
24663,107.0,394.0
24664,103.0,259.0
24665,117.0,483.0
24666,104.0,885.0
24667,107.0,1137.0
24668,107.0,224.0
24669,107.0,564.0
24670,120.0,2640.0
24671,105.0,1153.0
24672,95.0,548.0
24673,103.0,650.0
24674,117.0,515.0
24675,100.0,882.0
24676,104.0,420.0
24677,108.0,241.0
24678,103.0,644.0
24679,99.0,519.0
24680,108.0,264.0
24681,107.0,123.0
24682,102.0,2099.0
24683,98.0,671.0
24684,107.0,231.0
24685,101.0,3599.0
24686,105.0,837.0
24687,104.0,185.0
24688,107.0,2041.0
24689,104.0,764.0
24690,102.0,489.0
24691,105.0,319.0
24692,107.0,2341.0
24693,105.0,743.0
24694,107.0,522.0
24695,107.0,596.0
24696,107.0,672.0
24697,103.0,727.0
24698,107.0,470.0
24699,104.0,245.0
24700,108.0,2276.0
24701,100.0,1811.0
24702,94.0,1809.0
24703,107.0,467.0
24704,103.0,474.0
24705,94.0,1704.0
24706,107.0,654.0
24707,104.0,842.0
24708,107.0,1903.0
24709,107.0,338.0
24710,103.0,329.0
24711,104.0,356.0
24712,107.0,348.0
24713,107.0,454.0
24714,106.0,237.0
24715,107.0,1325.0
24716,107.0,1871.0
24717,105.0,802.0
24718,115.0,244.0
24719,104.0,2419.0
24720,102.0,561.0
24721,102.0,746.0
24722,107.0,474.0
24723,99.0,1158.0
24724,105.0,293.0
24725,104.0,1439.0
24726,56.0,1925.0
24727,111.0,244.0
24728,111.0,1469.0
24729,103.0,579.0
24730,113.0,215.0
24731,103.0,1347.0
24732,107.0,255.0
24733,92.0,895.0
24734,108.0,349.0
24735,108.0,640.0
24736,100.0,441.0
24737,101.0,331.0
24738,100.0,522.0
24739,107.0,7864.0
24740,106.0,276.0
24741,106.0,470.0
24742,107.0,380.0
24743,107.0,399.0
24744,107.0,352.0
24745,107.0,180.0
24746,107.0,2944.0
24747,106.0,3267.0
24748,104.0,779.0
24749,107.0,261.0
24750,106.0,199.0
24751,107.0,476.0
24752,107.0,881.0
24753,107.0,414.0
24754,104.0,1520.0
24755,93.0,219.0
24756,108.0,428.0
24757,107.0,302.0
24758,107.0,1688.0
24759,103.0,255.0
24760,100.0,1977.0
24761,106.0,2879.0
24762,104.0,713.0
24763,107.0,503.0
24764,107.0,84.0
24765,107.0,3638.0
24766,108.0,612.0
24767,102.0,282.0
24768,107.0,294.0
24769,104.0,1045.0
24770,107.0,538.0
24771,100.0,549.0
24772,98.0,2504.0
24773,103.0,413.0
24774,107.0,262.0
24775,99.0,253.0
24776,162.0,232.0
24777,106.0,336.0
24778,99.0,111.0
24779,105.0,388.0
24780,100.0,1184.0
24781,106.0,588.0
24782,68.0,680.0
24783,107.0,413.0
24784,101.0,1781.0
24785,107.0,929.0
24786,107.0,667.0
24787,101.0,336.0
24788,99.0,601.0
24789,108.0,263.0
24790,107.0,323.0
24791,107.0,593.0
24792,104.0,1996.0
24793,103.0,954.0
24794,104.0,177.0
24795,105.0,383.0
24796,111.0,256.0
24797,109.0,410.0
24798,101.0,294.0
24799,104.0,306.0
24800,104.0,774.0
24801,107.0,634.0
24802,107.0,906.0
24803,103.0,1178.0
24804,106.0,253.0
24805,107.0,273.0
24806,107.0,1099.0
24807,106.0,895.0
24808,98.0,109.0
24809,107.0,1451.0
24810,107.0,670.0
24811,107.0,495.0
24812,108.0,1697.0
24813,107.0,419.0
24814,107.0,448.0
24815,109.0,280.0
24816,103.0,231.0
24817,107.0,595.0
24818,107.0,1645.0
24819,107.0,1099.0
24820,117.0,145.0
24821,111.0,628.0
24822,104.0,512.0
24823,109.0,435.0
24824,107.0,703.0
24825,104.0,1122.0
24826,104.0,304.0
24827,103.0,379.0
24828,106.0,171.0
24829,107.0,340.0
24830,103.0,513.0
24831,117.0,712.0
24832,107.0,984.0
24833,99.0,562.0
24834,107.0,426.0
24835,95.0,562.0
24836,107.0,606.0
24837,107.0,513.0
24838,103.0,417.0
24839,103.0,279.0
24840,106.0,422.0
24841,106.0,797.0
24842,99.0,1500.0
24843,104.0,1083.0
24844,106.0,453.0
24845,100.0,294.0
24846,107.0,7319.0
24847,90.0,1622.0
24848,107.0,1275.0
24849,100.0,569.0
24850,104.0,589.0
24851,104.0,386.0
24852,106.0,584.0
24853,107.0,1343.0
24854,103.0,1103.0
24855,106.0,570.0
24856,107.0,257.0
24857,107.0,914.0
24858,106.0,228.0
24859,107.0,173.0
24860,102.0,264.0
24861,107.0,145.0
24862,110.0,740.0
24863,103.0,258.0
24864,112.0,677.0
24865,107.0,554.0
24866,107.0,3114.0
24867,101.0,735.0
24868,107.0,1629.0
24869,110.0,950.0
24870,104.0,745.0
24871,105.0,2027.0
24872,109.0,780.0
24873,104.0,546.0
24874,102.0,3408.0
24875,103.0,951.0
24876,107.0,155.0
24877,105.0,276.0
24878,107.0,194.0
24879,107.0,663.0
24880,107.0,215.0
24881,94.0,461.0
24882,103.0,203.0
24883,107.0,413.0
24884,98.0,940.0
24885,107.0,485.0
24886,104.0,384.0
24887,107.0,230.0
24888,103.0,165.0
24889,111.0,926.0
24890,93.0,291.0
24891,108.0,336.0
24892,108.0,289.0
24893,104.0,1105.0
24894,100.0,1599.0
24895,105.0,250.0
24896,107.0,386.0
24897,107.0,558.0
24898,107.0,631.0
24899,107.0,235.0
24900,112.0,1884.0
24901,94.0,789.0
24902,106.0,201.0
24903,104.0,297.0
24904,101.0,496.0
24905,107.0,692.0
24906,113.0,375.0
24907,107.0,447.0
24908,107.0,1454.0
24909,104.0,565.0
24910,112.0,532.0
24911,104.0,305.0
24912,107.0,352.0
24913,103.0,152.0
24914,107.0,328.0
24915,108.0,436.0
24916,117.0,554.0
24917,100.0,708.0
24918,63.0,1434.0
24919,107.0,588.0
24920,106.0,376.0
24921,107.0,445.0
24922,100.0,108.0
24923,106.0,1131.0
24924,105.0,172.0
24925,107.0,1786.0
24926,104.0,1030.0
24927,105.0,645.0
24928,104.0,1475.0
24929,103.0,2187.0
24930,101.0,503.0
24931,100.0,233.0
24932,110.0,655.0
24933,107.0,6395.0
24934,107.0,621.0
24935,108.0,379.0
24936,104.0,271.0
24937,107.0,2131.0
24938,105.0,877.0
24939,102.0,481.0
24940,104.0,695.0
24941,104.0,676.0
24942,106.0,1250.0
24943,103.0,340.0
24944,104.0,2484.0
24945,102.0,207.0
24946,107.0,287.0
24947,100.0,316.0
24948,107.0,655.0
24949,108.0,1267.0
24950,103.0,277.0
24951,107.0,347.0
24952,107.0,594.0
24953,95.0,918.0
24954,107.0,384.0
24955,105.0,798.0
24956,102.0,237.0
24957,103.0,228.0
24958,103.0,350.0
24959,107.0,7025.0
24960,63.0,363.0
24961,107.0,731.0
24962,105.0,174.0
24963,107.0,484.0
24964,105.0,262.0
24965,107.0,1256.0
24966,90.0,326.0
24967,109.0,695.0
24968,105.0,1224.0
24969,105.0,510.0
24970,107.0,773.0
24971,107.0,1462.0
24972,106.0,712.0
24973,105.0,528.0
24974,112.0,1037.0
24975,107.0,195.0
24976,98.0,252.0
24977,106.0,1082.0
24978,104.0,383.0
24979,104.0,1627.0
24980,106.0,279.0
24981,101.0,1051.0
24982,107.0,2009.0
24983,93.0,387.0
24984,107.0,310.0
24985,107.0,3074.0
24986,104.0,579.0
24987,117.0,485.0
24988,106.0,2973.0
24989,108.0,839.0
24990,99.0,389.0
24991,104.0,324.0
24992,111.0,1131.0
24993,276.0,742.0
24994,102.0,202.0
24995,107.0,4253.0
24996,106.0,1632.0
24997,106.0,466.0
24998,107.0,397.0
24999,107.0,18984.0
25000,102.0,380.0
25001,107.0,366.0
25002,103.0,445.0
25003,106.0,1224.0
25004,107.0,1580.0
25005,107.0,401.0
25006,107.0,438.0
25007,107.0,967.0
25008,107.0,385.0
25009,103.0,491.0
25010,104.0,364.0
25011,107.0,559.0
25012,65.0,821.0
25013,104.0,237.0
25014,107.0,743.0
25015,107.0,371.0
25016,103.0,362.0
25017,104.0,481.0
25018,107.0,1140.0
25019,104.0,1563.0
25020,110.0,921.0
25021,108.0,529.0
25022,104.0,231.0
25023,98.0,332.0
25024,107.0,138.0
25025,105.0,643.0
25026,108.0,744.0
25027,107.0,167.0
25028,84.0,409.0
25029,102.0,446.0
25030,104.0,146.0
25031,94.0,1144.0
25032,107.0,409.0
25033,103.0,273.0
25034,93.0,298.0
25035,101.0,406.0
25036,98.0,663.0
25037,55.0,349.0
25038,103.0,249.0
25039,106.0,685.0
25040,106.0,813.0
25041,102.0,1071.0
